Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
31.48,6,64.08,953.398252457198,0.07,0.16,0.11,0.29,0.75,0.0,0.0,75,16,7,11,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,62524,60,2962,625.24,895.1265823244432,625.24,0.0010488891601562,100,801251.5983838383
34.96,6,65.68,1214.757920406396,0.18,0.35,0.2,0.11,0.88,0.0,0.0,88,35,18,20,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,14763,60,1514,147.63,286.3546806520074,147.63,0.0008249807357788,100,81999.00313131313
31.92,6,63.07,1592.860370880947,0.02,0.18,0.09,0.28,0.74,0.0,0.0,74,18,2,9,0.96,0.02,0.01,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,36062,60,1514,360.62,488.52047877424576,360.62,0.000630350112915,100,238652.25818181832
33.68,6,64.0,1327.77359207319,0.05,0.3,0.12,0.17,0.79,0.0,0.0,79,30,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32110,60,2962,321.1,625.9276993778793,321.1,0.0007531690597534,100,391785.48484848486
33.32,6,63.57,1262.4053791305869,0.06,0.18,0.12,0.31,0.83,0.0,0.0,83,18,6,12,0.95,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56273,60,2962,562.73,738.448193473614,562.73,0.0007921600341796,100,545305.7344444441
36.2,6,64.0,1343.363738854156,0.03,0.57,0.07,0.15,0.65,0.0,0.0,65,57,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29924,60,2962,299.24,608.0327463270876,299.24,0.0007466697692871,100,369703.8206060604
33.56,6,64.49,1380.3727460317982,0.06,0.27,0.07,0.19,0.72,0.0,0.0,72,27,6,7,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,22984,60,2962,229.84,497.1391634932697,229.84,0.0007298517227172,100,247147.34787878796
30.28,6,58.94,872.6171206970445,0.04,0.45,0.1,0.11,0.62,0.0,0.0,62,45,4,10,0.82,0.0,0.01,0.0,0.0,0.0,0.0,0.82,0.16,0.0,0.01,0.01,0.0,0.99,0.99,35284,60,2962,352.84,655.4544836996846,352.84,0.0011470079421997,100,429620.5802020202
31.6,6,60.19,691.161063131026,0.02,0.36,0.13,0.21,0.58,0.0,0.0,58,36,2,13,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.02,0.0,0.05,0.0,0.0,0.95,0.95,19079,60,1514,190.79,300.33066944636374,190.79,0.0014468717575073,100,90198.511010101
29.56,6,58.9,990.9919360745482,0.02,0.23,0.02,0.22,0.7,0.0,0.0,70,23,2,2,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.16,0.0,0.01,0.0,0.0,0.99,0.99,48101,60,1514,481.01,550.3712153142317,481.01,0.0010095691680908,100,302908.4746464644
34.24,6,67.66,756.383256901001,0.01,0.58,0.14,0.04,0.47,0.0,0.0,47,58,1,14,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,32048,60,2962,320.48,638.9188703022339,320.48,0.001377511024475,100,408217.3228282828
32.64,6,65.27,919.6179718127044,0.05,0.24,0.06,0.25,0.68,0.0,0.0,68,24,5,6,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,23608,60,2962,236.08,439.168881714844,236.08,0.0011659979820251,100,192869.3066666666
34.72,6,62.72,1155.0833477914832,0.04,0.54,0.11,0.09,0.66,0.0,0.0,66,54,4,11,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,26956,60,2962,269.56,512.113452550143,269.56,0.0008657503128051,100,262260.1882828277
32.28,6,66.55,619.4594227363825,0.07,0.29,0.19,0.09,0.64,0.0,0.0,64,29,7,19,0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,23808,60,2962,238.08,522.0386355143621,238.08,0.0016193103790283,100,272524.336969697
32.76,6,65.6,877.7614311036516,0.03,0.29,0.1,0.24,0.74,0.0,0.0,74,29,3,10,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,39336,60,2962,393.36,645.2216363390182,393.36,0.0011392712593078,100,416310.9600000003
30.56,6,70.45,696.6460766255143,0.07,0.33,0.16,0.06,0.61,0.0,0.0,61,33,7,16,0.88,0.0,0.06,0.0,0.0,0.0,0.0,0.88,0.09,0.0,0.03,0.0,0.0,0.97,0.97,19020,60,2962,190.2,423.04015140051416,190.2,0.0014413094520568,100,178962.96969696993
30.56,6,69.52,715.3852976292001,0.08,0.25,0.06,0.18,0.75,0.0,0.0,75,25,8,6,0.73,0.02,0.04,0.0,0.0,0.0,0.0,0.89,0.06,0.0,0.05,0.0,0.0,0.95,0.95,37182,60,3707,371.82,728.2128446207935,371.82,0.0014007687568664,100,530293.9470707079
35.16,6,68.77,342.9790073464475,0.08,0.5,0.09,0.1,0.6,0.0,0.0,60,50,8,9,0.77,0.11,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,30661,60,1514,306.61,507.5382036672886,306.61,0.002916350364685,100,257595.0281818181
30.4,6,64.63,910.1906183813062,0.0,0.12,0.14,0.11,0.71,0.0,0.0,71,12,0,14,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,43775,60,2962,437.75,696.9881145458521,437.75,0.0011018109321594,100,485792.4318181818
31.6,6,67.64,1730.1307197630626,0.07,0.22,0.21,0.23,0.61,0.0,0.0,61,22,7,21,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,29461,60,2188,294.61,478.7000472660569,294.61,0.0005821394920349,100,229153.7352525251
32.44,6,62.72,2061.559180744447,0.04,0.34,0.18,0.07,0.79,0.0,0.0,79,34,4,18,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,21238,60,2962,212.38,489.7884263906839,212.38,0.000486090183258,100,239892.7026262624
32.84,6,69.06,1746.6078121096027,0.13,0.23,0.17,0.2,0.82,0.0,0.0,82,23,13,17,0.94,0.02,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,36163,60,2962,361.63,662.5652116561582,361.63,0.0005847191810607,100,438992.6596969698
33.32,6,69.49,1420.9405850029473,0.03,0.36,0.12,0.27,0.76,0.0,0.0,76,36,3,12,0.91,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.01,0.0,0.0,0.0,1.0,1.0,42807,60,2962,428.07,613.9048433321459,428.07,0.0007066106796264,100,376879.1566666666
30.72,6,70.46,1073.6181431899045,0.05,0.15,0.2,0.1,0.68,0.0,0.0,68,15,5,20,0.9,0.03,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.01,0.01,0.01,0.0,0.99,0.99,42886,60,2962,428.86,668.0830714088113,428.86,0.0009323692321777,100,446334.9903030309
31.32,6,64.33,681.9330115224344,0.1,0.33,0.13,0.13,0.66,0.0,0.0,66,33,10,13,0.84,0.02,0.02,0.0,0.0,0.0,0.0,0.88,0.08,0.0,0.04,0.0,0.0,0.96,0.96,10763,60,674,107.63,94.44357569416248,107.63,0.0014664316177368,100,8919.588989898999
31.2,6,68.91,925.6599318053916,0.01,0.36,0.15,0.19,0.45,0.0,0.0,45,36,1,15,0.88,0.01,0.02,0.0,0.0,0.0,0.0,0.93,0.06,0.0,0.01,0.0,0.0,0.99,0.99,54605,60,2962,546.05,832.0830545059546,546.05,0.0010803389549255,100,692362.2095959593
31.12,6,65.58,1158.6699190315835,0.0,0.07,0.08,0.44,0.84,0.0,0.0,84,7,0,8,0.96,0.01,0.0,0.0,0.0,0.01,0.0,0.99,0.01,0.01,0.0,0.0,0.0,1.0,1.0,76168,60,2086,761.68,682.5896156801266,761.68,0.0008630800247192,100,465928.583434343
31.16,6,63.36,1705.6395074580737,0.08,0.19,0.28,0.11,0.68,0.0,0.0,68,19,8,28,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,24057,60,1514,240.57,439.33122395686223,240.57,0.0006290411949157,100,193011.92434343463
33.52,6,65.11,2337.219501050391,0.13,0.22,0.2,0.24,0.87,0.0,0.0,87,22,13,20,0.97,0.0,0.02,0.0,0.0,0.01,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,36635,60,2962,366.35,640.4121522484367,366.35,0.0004294681549072,100,410127.7247474748
33.88,6,64.0,1830.8302741681323,0.0,0.31,0.01,0.37,0.75,0.0,0.0,75,31,0,1,0.97,0.0,0.0,0.0,0.0,0.01,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,61306,60,2310,613.06,666.1016214520198,613.06,0.0007894206047058,100,443691.3701010099
32.04,6,63.56,681.4676651269494,0.04,0.32,0.14,0.14,0.63,0.0,0.0,63,32,4,14,0.94,0.0,0.02,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,40026,60,2962,400.26,663.1610194950981,400.26,0.0014674305915832,100,439782.53777777794
32.64,6,67.24,769.6394296933776,0.05,0.36,0.13,0.15,0.63,0.0,0.0,63,36,5,13,0.93,0.02,0.01,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,26084,60,1514,260.84,431.70953852858713,260.84,0.0012993288040161,100,186373.12565656568
33.48,6,62.68,536.967823952867,0.05,0.36,0.03,0.24,0.75,0.0,0.0,75,36,5,3,0.88,0.07,0.01,0.0,0.0,0.0,0.0,0.95,0.04,0.0,0.01,0.0,0.0,0.99,0.99,31837,60,1514,318.37,477.4485779070396,318.37,0.0018633198738098,100,227957.1445454544
31.44,6,61.61,846.4312813806687,0.0,0.26,0.12,0.19,0.62,0.0,0.0,62,26,0,12,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.95,0.02,0.0,0.03,0.0,0.0,0.97,0.97,42334,60,2722,423.34,600.0743425323706,423.34,0.0011854314804077,100,360089.2165656568
31.16,6,63.99,1249.71813360348,0.02,0.21,0.1,0.19,0.77,0.0,0.0,77,21,2,10,0.92,0.02,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.0,0.03,0.0,0.0,0.97,0.97,57202,60,2962,572.02,727.2149999564201,572.02,0.0008067488670349,100,528841.6561616161
33.36,6,62.85,760.5431124521295,0.07,0.37,0.1,0.27,0.8,0.0,0.0,80,37,7,10,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.96,0.96,26832,60,2051,268.32,434.3430632180703,268.32,0.001317400932312,100,188653.89656565656
33.36,6,64.34,873.5076056713484,0.03,0.35,0.07,0.23,0.58,0.0,0.0,58,35,3,7,0.97,0.0,0.01,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,16591,60,1514,165.91,208.3426225807825,165.91,0.0011448287963867,100,43406.64838383838
33.12,6,65.91,1029.5701353023192,0.01,0.44,0.07,0.18,0.64,0.0,0.0,64,44,1,7,0.93,0.0,0.01,0.0,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.0,1.0,1.0,22270,60,1514,222.7,339.1530598119347,222.7,0.000971291065216,100,115024.7979797978
34.92,6,63.36,741.8728012070036,0.07,0.44,0.09,0.14,0.76,0.0,0.0,76,44,7,9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,28479,60,2597,284.79,512.1088365816887,284.79,0.0013860702514648,100,262255.4605050508
32.88,6,67.64,955.8665074430944,0.0,0.23,0.07,0.32,0.81,0.0,0.0,81,23,0,7,0.98,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46550,60,2962,465.5,626.473479248739,465.5,0.0010478806495666,100,392469.0202020202
29.76,6,64.72,1020.4076469071288,0.03,0.24,0.15,0.25,0.63,0.0,0.0,63,24,3,15,0.88,0.02,0.0,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.01,0.0,0.0,0.99,0.99,53350,60,2962,533.5,796.0580723448853,533.5,0.0009800100326538,100,633708.4545454546
34.6,6,66.54,602.0114393977451,0.08,0.55,0.06,0.1,0.73,0.0,0.0,73,55,8,6,0.67,0.0,0.02,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,1.0,1.0,30347,60,3322,303.47,708.4810819883286,303.47,0.0016625380516052,100,501945.4435353528
30.72,6,62.48,417.4720386666149,0.01,0.47,0.0,0.21,0.36,0.0,0.0,36,47,1,0,0.61,0.0,0.03,0.0,0.0,0.0,0.0,0.81,0.14,0.0,0.05,0.0,0.0,0.95,0.95,21581,60,1514,215.81,315.81716021595275,215.81,0.0023953819274902,100,99740.47868686877
28.52,6,64.63,1137.25332827201,0.0,0.1,0.16,0.15,0.67,0.0,0.0,67,10,0,16,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.01,0.0,0.0,0.99,0.99,36212,60,1514,362.12,520.7760580386378,362.12,0.0008953094482421,100,271207.7026262626
33.24,6,64.99,1556.20675197851,0.11,0.31,0.13,0.15,0.82,0.0,0.0,82,31,11,13,0.93,0.02,0.01,0.0,0.0,0.0,0.0,0.95,0.03,0.01,0.02,0.0,0.0,0.98,0.98,26427,60,1514,264.27,443.4597644964784,264.27,0.0006426286697387,100,196656.5627272721
34.48,6,63.27,804.6487446739528,0.03,0.43,0.04,0.17,0.52,0.0,0.0,52,43,3,4,0.91,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.01,0.0,0.0,0.0,1.0,1.0,27224,60,1514,272.24,442.92558419142347,272.24,0.0012438702583312,100,196183.07313131372
31.2,6,65.47,825.6829009016103,0.05,0.17,0.08,0.19,0.74,0.0,0.0,74,17,5,8,0.85,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,27301,60,3322,273.01,555.6760282609264,273.01,0.0012133502960205,100,308775.8483838379
34.56,6,66.86,1569.8303029395693,0.16,0.39,0.25,0.07,0.85,0.0,0.0,85,39,16,25,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,9754,60,1189,97.54,136.81141041668278,97.54,0.0006386113166809,100,18717.362020202017
33.24,6,61.33,728.5129443233432,0.01,0.37,0.06,0.18,0.61,0.0,0.0,61,37,1,6,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.0,0.03,0.0,0.0,0.97,0.97,20123,60,1514,201.23,336.00543691488616,201.23,0.0013726687431335,100,112899.65363636355
31.16,6,64.17,942.6143629274212,0.04,0.31,0.11,0.31,0.72,0.0,0.0,72,31,4,11,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.09,0.0,0.02,0.0,0.0,0.98,0.98,30503,60,2962,305.03,508.2156238281447,305.03,0.0010740494728088,100,258283.1203030303
32.28,6,65.43,1078.5960238333414,0.02,0.14,0.1,0.32,0.77,0.0,0.0,77,14,2,10,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,54560,60,4410,545.6,759.513254550823,545.6,0.000928931236267,100,576860.3838383832
28.36,6,62.97,750.5147112767667,0.02,0.28,0.2,0.08,0.61,0.0,0.0,61,28,2,20,0.84,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0.11,0.0,0.04,0.0,0.0,0.96,0.96,23788,60,2962,237.88,552.6555410657772,237.88,0.0013380789756774,100,305428.147070707
32.12,6,62.08,897.7860923877795,0.04,0.36,0.19,0.14,0.6,0.0,0.0,60,36,4,19,0.94,0.0,0.01,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.03,0.0,0.0,0.97,0.97,44907,60,2962,449.07,687.0249029494688,449.07,0.0011138606071472,100,472003.2172727271
32.72,6,65.71,1753.5008946637904,0.04,0.22,0.07,0.22,0.73,0.0,0.0,73,22,4,7,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,26029,60,1514,260.29,402.44194750437134,260.29,0.0005897188186645,100,161959.52111111116
33.16,6,70.69,741.8557430400792,0.03,0.47,0.1,0.03,0.75,0.0,0.0,75,47,3,10,0.89,0.02,0.0,0.0,0.0,0.0,0.0,0.93,0.06,0.0,0.01,0.0,0.0,0.99,0.99,34993,60,1514,349.93,567.2184524751312,349.93,0.0013696312904357,100,321736.7728282827
32.88,6,64.64,877.3538215674503,0.01,0.32,0.13,0.14,0.68,0.0,0.0,68,32,1,13,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,52458,60,2962,524.58,743.5695667562386,524.58,0.0011398005485534,100,552895.7006060603
30.24,6,67.11,787.4394303211672,0.12,0.3,0.2,0.17,0.61,0.0,0.0,61,30,12,20,0.82,0.01,0.01,0.0,0.0,0.0,0.0,0.91,0.08,0.0,0.01,0.0,0.0,0.99,0.99,26352,60,1514,263.52,439.4929236051359,263.52,0.0012709283828735,100,193154.0298989898
28.8,6,65.27,1639.6169031703216,0.06,0.09,0.16,0.19,0.71,0.0,0.0,71,9,6,16,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.0,0.01,0.0,0.0,0.99,0.99,41926,60,2962,419.26,617.8332392443378,419.26,0.0006274104118347,100,381717.9115151512
33.44,6,69.13,774.9176917477432,0.05,0.37,0.13,0.17,0.77,0.0,0.0,77,37,5,13,0.93,0.02,0.01,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,18123,60,2962,181.23,370.4191416558417,181.23,0.0013066411018371,100,137210.34050505052
34.0,6,65.63,1300.3053667035588,0.03,0.31,0.09,0.18,0.69,0.0,0.0,69,31,3,9,0.94,0.03,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,40443,60,2240,404.43,590.1598183645865,404.43,0.0007693791389465,100,348288.61121212173
35.04,6,65.66,752.1796205301101,0.04,0.47,0.08,0.2,0.73,0.0,0.0,73,47,4,8,0.9,0.05,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,23704,60,1514,237.04,379.6047630913188,237.04,0.0013317894935607,100,144099.77616161626
31.24,6,66.73,1083.4495318049726,0.0,0.22,0.07,0.35,0.64,0.0,0.0,64,22,0,7,0.92,0.01,0.01,0.0,0.0,0.0,0.0,0.93,0.06,0.0,0.01,0.0,0.0,0.99,0.99,71063,60,2182,710.63,667.8572649628334,710.63,0.0009229898452758,100,446033.3263636362
30.4,6,65.04,2164.5116010238626,0.06,0.13,0.15,0.27,0.78,0.0,0.0,78,13,6,15,0.89,0.04,0.0,0.0,0.0,0.0,0.0,0.95,0.02,0.0,0.01,0.02,0.0,0.99,0.99,59207,60,2962,592.07,729.0980349345721,592.07,0.0005733299255371,100,531583.9445454545
32.72,6,64.75,1574.5330049852844,0.07,0.31,0.13,0.17,0.77,0.0,0.0,77,31,7,13,0.93,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,18961,60,1514,189.61,330.2568603956379,189.61,0.0006351208686828,100,109069.59383838384
33.2,6,67.18,711.7748280087022,0.01,0.43,0.09,0.25,0.63,0.0,0.0,63,43,1,9,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,47443,60,2962,474.43,704.0239357587301,474.43,0.0014060997962951,100,495649.70212121255
33.32,6,63.82,720.5655531408643,0.03,0.36,0.08,0.14,0.59,0.0,0.0,59,36,3,8,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.03,0.0,0.0,0.97,0.97,31331,60,2744,313.31,545.2478390233158,313.31,0.0013878297805786,100,297295.20595959574
33.08,6,66.79,1159.1117989249838,0.02,0.38,0.09,0.22,0.68,0.0,0.0,68,38,2,9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.01,0.01,0.0,0.99,0.99,36526,60,2962,365.26,678.3238197531062,365.26,0.00086275100708,100,460123.2044444446
31.28,6,62.08,1328.282383641206,0.05,0.18,0.12,0.32,0.75,0.0,0.0,75,18,5,12,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.03,0.0,0.0,0.97,0.97,66651,60,2962,666.51,767.1547655085147,666.51,0.000769760608673,100,588526.4342424243
33.64,6,65.27,794.673760235846,0.05,0.39,0.13,0.11,0.7,0.0,0.0,70,39,5,13,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.01,0.0,0.99,0.99,40939,60,2962,409.39,622.1486375229942,409.39,0.0012611579895019,100,387068.9271717181
30.6,6,63.84,1318.7727561421932,0.02,0.2,0.25,0.18,0.6,0.0,0.0,60,20,2,25,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,18926,60,1514,189.26,324.87488252083955,189.26,0.0007914805412292,100,105543.6892929293
32.72,6,66.07,676.0546671631133,0.15,0.38,0.23,0.15,0.7,0.0,0.0,70,38,15,23,0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,13277,60,1514,132.77,216.0694265061744,132.77,0.0014791798591613,100,46685.99707070709
30.6,6,64.96,889.4906052508801,0.0,0.21,0.13,0.21,0.65,0.0,0.0,65,21,0,13,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,40331,60,2962,403.31,586.8201537339039,403.31,0.001150050163269,100,344357.8928282826
30.2,6,69.3,1172.1564550566193,0.1,0.26,0.23,0.08,0.64,0.0,0.0,64,26,10,23,0.92,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.0,0.02,0.0,1.0,1.0,16105,60,1514,161.05,319.8986068848514,161.05,0.0008559393882751,100,102335.11868686872
31.48,6,67.17,855.0450935303423,0.02,0.32,0.12,0.23,0.64,0.0,0.0,64,32,2,12,0.84,0.02,0.01,0.0,0.0,0.0,0.0,0.93,0.03,0.0,0.01,0.03,0.0,0.99,0.99,24233,60,2962,242.33,419.99560014530414,242.33,0.0012129807472229,100,176396.30414141418
34.2,6,66.83,870.3446472703579,0.03,0.29,0.0,0.25,0.76,0.0,0.0,76,29,3,0,0.89,0.04,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,34492,60,2962,344.92,631.8402924406734,344.92,0.00115168094635,100,399222.1551515156
33.48,6,68.92,1279.7695727392834,0.01,0.33,0.01,0.37,0.82,0.0,0.0,82,33,1,1,0.9,0.02,0.0,0.0,0.0,0.0,0.0,0.95,0.01,0.0,0.04,0.0,0.0,0.96,0.96,39256,60,2147,392.56,507.1408132308465,392.56,0.0007884788513183,100,257191.80444444437
33.8,6,65.68,1079.4593314734557,0.01,0.41,0.04,0.16,0.64,0.0,0.0,64,41,1,4,0.89,0.06,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,13110,60,1218,131.1,160.4092304455115,131.1,0.00092787027359,100,25731.121212121216
35.56,6,65.39,939.1445313462112,0.02,0.43,0.1,0.1,0.74,0.0,0.0,74,43,2,10,0.91,0.05,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.0,0.01,0.0,1.0,1.0,24018,60,2962,240.18,482.2645105974712,240.18,0.0010719394683837,100,232579.05818181837
31.2,6,67.01,438.1947767290932,0.04,0.31,0.11,0.18,0.6,0.0,0.0,60,31,4,11,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0.03,0.0,0.04,0.0,0.0,0.96,0.96,42758,60,1514,427.58,576.2617983191495,427.58,0.0022821116447448,100,332077.66020202014
31.04,6,63.96,1254.862914517538,0.0,0.18,0.12,0.24,0.75,0.0,0.0,75,18,0,12,0.95,0.01,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,41573,60,2962,415.73,611.5462742553137,415.73,0.0009700179100036,100,373988.84555555537
32.48,6,65.06,1075.186875160215,0.02,0.36,0.13,0.19,0.72,0.0,0.0,72,36,2,13,0.91,0.01,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,49809,60,2962,498.09,713.9353604416086,498.09,0.0009348511695861,100,509703.6988888896
33.64,6,69.29,1096.320769512259,0.06,0.28,0.07,0.22,0.77,0.0,0.0,77,28,6,7,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,47518,60,2314,475.18,629.3868810680799,475.18,0.0009569907188415,100,396127.8460606053
31.4,6,65.54,614.307014075018,0.07,0.21,0.14,0.23,0.73,0.0,0.0,73,21,7,14,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,53127,60,3322,531.27,776.1217213579555,531.27,0.0016647601127624,100,602364.9263636359
31.08,6,62.72,569.3599576472504,0.07,0.26,0.13,0.27,0.7,0.0,0.0,70,26,7,13,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.94,0.03,0.0,0.03,0.0,0.0,0.97,0.97,43683,60,2962,436.83,682.4834338463812,436.83,0.0017583084106445,100,465783.6374747478
32.32,6,62.57,825.8926338630819,0.02,0.3,0.09,0.21,0.59,0.0,0.0,59,30,2,9,0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,41750,60,2962,417.5,657.9181659836679,417.5,0.0012211608886718,100,432856.31313131313
33.68,6,63.32,1273.2197009941565,0.01,0.38,0.07,0.24,0.71,0.0,0.0,71,38,1,7,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.01,0.0,0.99,0.99,14690,60,541,146.9,143.98979340932684,146.9,0.0007854199409484,100,20733.06060606062
32.16,6,67.86,821.8743019277571,0.08,0.26,0.18,0.22,0.77,0.0,0.0,77,26,8,18,0.94,0.02,0.01,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,30429,60,2962,304.29,582.7518191539796,304.29,0.0012167406082153,100,339599.68272727245
